Species,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Paradiopatra fiordica  ,,,,,,,0.0003,,,,5e-05,7e-05,7e-05,4e-05,6e-05,8.6e-05,7.8e-05,7.8e-05,7.8e-05,8.9e-05,8e-05,8.03e-05,7.95e-05,8.13e-05,8.24e-05
Paradiophrys zhangi,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,
Paraflabellula hoguae,,,,,,,,,,,,,,,,,,,,,9e-07,1.1e-06,1.3e-06,1.2e-06,9e-07
Paraflabellula reniformis,,,,,,,,,,,,,,,,3e-06,,3e-06,3e-06,4e-06,2.2e-06,2e-06,2.2e-06,2.1e-06,2.1e-06
Paraglycomyces xinjiangensis   ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Paragorgia arborea  ,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,
Parahistomonas wenrichi   ,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,2e-07,2e-07,1.3e-06
Paraiptasia sp. MD-2008 ,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,2e-07
Parajapyx isabellae  ,,,,,,,,,,,,,,,,,,,,,,,,,4e-07
Paralamyctes environmental sample,,,,,,,,,,,,,,,,,,,,,,,6e-07,7e-07,7e-07
Paralamyctes neverneverensis  ,,,,,,,,,,,,,,,,,,,,,2.2e-06,2.4e-06,2.8e-06,2.7e-06,2.2e-06
Paraleptopentacta elongata,,,,,,,,,,,,,,,,,,,,,,1.3e-06,1e-06,2e-07,2e-07
Paralia sol,,,,,,,,,,,0.00021,0.0003,0.00026,0.00024,0.00023,0.000279,0.000249,0.000256,0.000232,0.000249,0.0002593,0.0002635,0.0002575,0.0002647,0.0002563
Paramagnetospirillum magneticum,,,,,,,,,,,,,,,,,,,,,,1e-06,2e-06,,
Paramecium tetraurelia,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,,5e-07,
Paramesopodopsis rufa,,,,,,,,,,,,,,,,,,,,,7e-07,,2e-07,4e-07,5e-07
Paramoeba pemaquidensis   ,,,,,,,,,,,,,,,,,,,,,,4e-07,5e-07,,
Paramphidelus sp. JH-2004 ,,,,,,,,,,,,,,,,,,,,,,2e-07,4e-07,2e-07,
Paramunnopsis sp. 1 D11,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
Paranebalia longipes,,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,5e-07,4e-07
Paranillochlamys velox,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Paraopisthosyllis alternocirra  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Parapediastrum biradiatum,,,,,,,,,,,,,,,,,,,,,,,5e-07,,9e-07
Parapetrolisthes tortugensis,,,,,,,,,,,,,,,,,,,,,3e-07,,,,5e-07
Paraphaeosphaeria sp. EMBOSS_005,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,3e-07,,3e-07
Parapsallus vitellinus  ,,,,,,,,,,,,,,,,1e-05,5e-06,1.5e-05,1.3e-05,1.3e-05,5.7e-06,5.6e-06,5.6e-06,5.8e-06,7.4e-06
Pararotalia nipponica,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Parascardovia denticolens DSM 10105 =,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07,
Parastagonospora nodorum,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,2e-07
Parastreptomyces abscessus   ,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,,,
Parastrombidinopsis minima,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Paratheuma insulana  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,3e-07
Paratrichodorus minor  ,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,6e-07,6e-07,9e-07
Paratrimastix pyriformis,,,,,,,,,,,,,,,,,,,,,,2e-07,,,3e-07
Paratripyla sp. JH-2004 ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Paraturbanella dohrni,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Paratya australiensis,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Paratylenchus projectus,,,,,,,,,,,0.00022,,0.00011,,0.00014,7.7e-05,7.3e-05,6.4e-05,8.5e-05,6.4e-05,5.61e-05,5.67e-05,5.92e-05,5.79e-05,5.7e-05
Parauronema cf. virginianum,,,,,,,,,,0.0003,6e-05,4e-05,9e-05,0.00011,7e-05,5.4e-05,5.5e-05,5.6e-05,7.1e-05,5.7e-05,6.27e-05,6.13e-05,6.26e-05,6.32e-05,6.2e-05
Paraurostyla coronata,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Paraustrorhynchus sp. n. TJ-2014,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,,2e-07,
Paravarcia sp. NS-2013,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07,3e-07,
Parazercon sp. ARP-2015 ,,,,,,,,,,,,,,,,,,,,,,4e-07,5e-07,7e-07,4e-07
Parcubacteria bacterium C7867-005,,,,,,,,,,,,,,,,,,,,,7e-07,1.1e-06,1e-06,6e-07,1e-06
Parcubacteria bacterium SCGC AAA010-E09,,,,,,,,,,,,,,,,,2.3e-05,,,,9e-07,1.55e-05,,1.1e-06,
Parcubacteria group bacterium GW2011_GWA1_40_21,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Parcubacteria group bacterium GW2011_GWA2_39_18,,,,,,,,,,,,,,,,,,,,,2e-07,,,3e-07,3e-07
Parcubacteria group bacterium GW2011_GWA2_44_12,,,,,,,,,,,,,,,3e-05,2e-06,,,6e-06,2e-06,3.1e-06,2.8e-06,3.5e-06,3.2e-06,3.1e-06
Parcubacteria group bacterium GW2011_GWA2_46_7,,,,,,,,,,,,,,,,,,,,,9e-07,9e-07,7e-07,,1.4e-06
Parcubacteria group bacterium GW2011_GWA2_47_8,,,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,4e-07
Parcubacteria group bacterium GW2011_GWA2_47_8b,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Parcubacteria group bacterium GW2011_GWC2_44_22,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,3e-07,2e-07,2e-07
Parcubacteria group bacterium GW2011_GWC2_49_9,,,,,,,,,,,,,,,,,,,3e-06,,8e-07,8e-07,6e-07,5e-07,7e-07
Parcubacteria group bacterium GW2011_GWE1_40_20,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Parcubacteria group bacterium GW2011_GWF2_40_69,,,,,,,,,,,,,,,,,,,,,9e-07,6e-07,,5e-07,1e-06
Parcubacteria group bacterium GW2011_GWF2_42_7,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Parietichytrium sp. AR-8a  ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Parietichytrium sp. TF76  ,,,,,,,,,,,,,,,,,,,,,1.3e-06,9e-07,1e-06,8e-07,
Parietichytrium sp. TF79  ,,,,,,,,,,,,,,,,,,,,8e-06,,,,,
Paroecanthus sp. BYU-IGC-OR440,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,8e-07,4e-07,9e-07
Paromius piratodes,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,,2e-07
Paroncomegas araya  ,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Parougia sp. SHP-2002 ,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,5e-07,5e-07,5e-07
Parvicapsula asymmetrica  ,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,3e-07,2e-07
Parvicapsula kabatai  ,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
Parvularculaceae bacterium GUDS1168  ,,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,3e-07
Pasiphaea merriami,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Pasiphaea planidorsalis,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Passalurus sp. SAN-2007,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,
Pasteurella stomatis   ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Pasteurellaceae bacterium 31564/2sv  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Pasteurellaceae bacterium Bamse61  ,,,,,,,,,,,,,,,,,,,,,5e-07,,,,
Pasture soil clone HPS-64 ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Pateena polymitarior,,,,,,,,,,,,,,,,,,,,,,5e-07,,,
Paucibacter sp. PRE21b  ,,,,,,,,,,,,,,,,1.3e-05,,,,,4.3e-06,4.4e-06,3.8e-06,4.5e-06,3.7e-06
Pauliella taeniata,,,,,,,,,,,,,,,,,,,,,,,2.3e-06,1.2e-06,
Paulinella chromatophora,,,,,,,,,,,,,,,,,,,,,3e-07,,,3e-07,
Paulschulzia pseudovolvox,,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,4e-07,8e-07
Peccania arizonica,,,,,,,,,,,,,,,,,,,,,3e-07,,,3e-07,
Peccania coralloides,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Pectinaria dodeka  ,,,,,,,,,,,,3e-05,3e-05,,,2.4e-05,3.1e-05,2.2e-05,2.1e-05,1.7e-05,2.41e-05,2.29e-05,2.4e-05,2.49e-05,2.54e-05
Pectinatella magnifica  ,,,,,,,,,,,,,,,,3.4e-05,3.1e-05,,,,,,,,
Pectobacterium carotovorum,,,,,,,,,,,,,,,,,,,,,9e-07,1e-06,1e-06,2e-07,9e-07
Pediculus schaeffi,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,2e-07,5e-07,5e-07
Pedinella sp. squamata,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Pedinomonas sp. NIES-363,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,2e-07,,
Pedinomonas sp. UTEX 'LB 1027',,,,,,,,,,,,,,,,,,,,,4e-07,,,,
Pediococcus acidilactici   ,,,,,,,,,,,,,,,,6e-06,1.9e-05,1.7e-05,1.8e-05,7e-06,1.02e-05,1.06e-05,1.14e-05,1.11e-05,1.17e-05
Pediococcus parvulus   ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Pediococcus pentosaceus   ,,,,,,,,,,,,,,,,,,4e-06,,,4.5e-06,4.7e-06,4.3e-06,,4.8e-06
Pedobacter huanghensis   ,,,,,,,,,,,,,,,,,,,,,5e-07,,3e-07,3e-07,
Pedobacter sp. EN12  ,,,,,,,,,,,,,,,,,,,,,1.1e-06,,9e-07,,7e-07
Pedobacter sp. PhyCEm-147  ,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,6e-07,8e-07,
Pedobacter sp. R-38393  ,,,,,,,,,,,,,,,,5e-06,,,,,2.4e-06,2e-06,2.5e-06,1.9e-06,2.2e-06
Pedobacter wanjuense   ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Pegea confoederata  ,,,,,,,,,,,,,,,,2e-06,,,,2e-06,5e-07,5e-07,6e-07,1.3e-06,6e-07
Pelagibacterium halotolerans,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Pelagibacterium nitratireducens   ,,,,,,,,,,,,,,,,,,,,,,,8e-07,,6e-07
Pelagirhabdus fermentum   ,,,,,,,,,,,,,,,,,,,,,9e-07,,,6e-07,
Pelagodileptus trachelioides,,,,,,,0.0002,,,,7e-05,0.00011,0.00011,3e-05,0.00011,0.000139,0.000114,0.00013,0.00013,0.000108,0.0001211,0.0001242,0.0001185,0.0001211,0.0001212
Pelagodinium beii,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Pelagophyceae sp. CCMP2135,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Pelecinus sp. JMH-2010,,,,,,,,,,,,,,,,,,,,,,,6e-07,,7e-07
Pelecotoma fennica,,,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,
Pellioditis marina,,,,,,,,,,,,,,,,,,,,,4e-07,,,4e-07,
Pellucidodinium psammophilum,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,,,2e-07
Pelodera pseudoteres,,,,,,,,,,,,,,,,,,2e-06,,,9e-07,6e-07,1e-06,,6e-07
Pelodera strongyloides,,,,,,,,,,,,,,,,,,,,,4e-07,7e-07,2e-07,2e-07,7e-07
Pelonaia corrugata  ,,,,,,,,,,,,,,,,,,,,,5.2e-06,,4.2e-06,,
Pelosinus defluvii   ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,3e-07
Peltigera malacea,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Peltigera neopolydactyla,,,,,,,,,,,,,,,,,,,,,,8e-07,,1e-06,1.3e-06
Peneroplis sp.,,,,,,,,,,,,,,,,,,,,,2e-07,,7e-07,2e-07,2e-07
Penicillidia leptothrinax,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Penicillium chrysogenum,,,,,,,,,,,,,,,,2e-06,,,,,1.6e-06,1.7e-06,1.5e-06,1.4e-06,2.4e-06
Penicillium glabrum,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Penicillium griseofulvum,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Penicillium italicum,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Penicillium punicae,,,,,,,,,,,,,,,,,,,,2e-06,6e-07,2e-07,,4e-07,2e-07
Penicillium sp. HDJD-ZWM-07,,,,,,,,,,,,,,,,,,,,,1.6e-06,1.2e-06,1.2e-06,8e-07,1e-06
Penicillium sp. KCTC16066,,,,,,,,,,,,,,,,,2e-06,,,,,,2e-07,,
Penicillium sp. KCTC16081,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,2e-07,4e-07
Penicillium sp. KCTC16085,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Penicillium sp. KCTC16087,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,2e-07
Penicillium sp. KCTC6774,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,5e-07,5e-07,5e-07
Penicillium sp. NS051-06,,,,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07
Penicillium tardum,,,,,,,,,,,,,,,,,,,,,9e-07,4e-07,,5e-07,2e-07
Penicillium thomii,,,,,,,,,,,,,,,,,,,,,2e-07,,4e-07,,
Penilia avirostris,,,,,,,,,,,,,,,,,,,,,6e-07,9e-07,7e-07,9e-07,7e-07
Penium margaritaceum,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Pennella sp. NOR-7-W12,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Pentapharsodinium tyrrhenicum,,,,,,0.0012,0.001,0.0017,,0.0015,0.00144,0.00137,0.00146,0.00143,0.00126,0.001312,0.001355,0.00141,0.001241,0.001359,0.0013369,0.0013266,0.0013304,0.0013086,0.0013206
Pentapycnon charcoti  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Penthorum sedoides,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,
Peperomia obtusifolia,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,2e-07
Peperomia sp. 'fosterii',,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Peptoclostridium difficile   ,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Peptococcaceae bacterium CEB3  ,,,,,,,,,,,,,,,,,,,,,1.2e-06,,,,
Peptostreptococcaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,2e-07,
Peptostreptococcaceae bacterium SK031 ,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Peptostreptococcaceae bacterium canine oral,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,4e-07,3e-07,4e-07
Peptostreptococcus sp.   ,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Peptostreptococcus sp. D1  ,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,2e-07,
Peracarida,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Peraphelenchus orientalis,,,,,,,,,,,,,,,,,,,,,4e-07,,3e-07,5e-07,5e-07
Perennicordyceps prolifica,,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07
Peridinium palatinum,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,2e-07,3e-07
Peridinium willei,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Periglandula ipomoeae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Perkinsela-like organism AK-2011,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,,,2e-07
Perkinsiella-like sp. PLO/AFSM11,,,,,,,,,,,,,,,,,,,,,1.1e-06,1.5e-06,1.4e-06,9e-07,1.5e-06
Perkinsiella-like sp. PLO/FRS/I,,,,,,,,,,,,,,,,4e-06,,,,,6e-07,5e-07,7e-07,5e-07,9e-07
Perkinsiella-like sp. PLO/GD-D1-1,,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,,2e-07
Perkinsiella-like sp. PLO/RP,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,3e-07,3e-07,
Perkinsiella-like sp. PLO/SU03,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Perkinsus mediterraneus   ,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,2e-07
Perlomyia utahensis,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Perna viridis  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Persicaria minor,,,,,,,,,,,,,,,,,,,,,,8.7e-06,1.11e-05,1.21e-05,
Persicitalea sp. KMM 6743 ,,,,,,,,,,,,,,,,,,6e-06,5e-06,6e-06,3.8e-06,4e-06,3.4e-06,3e-06,3.9e-06
Petractis clausa,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Petricola lapicida  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Petrotoga sp. AR80  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07
Pettibonella multiuncinata  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Petunia integrifolia,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,2e-07,3e-07
Peyssonnelia atropurpurea   ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Pezothrips kellyanus,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Pfiesteriaceae sp. masanensis,,,,,,,,,,,,,,,,,,,,1.7e-05,1.6e-05,1.46e-05,1.68e-05,1.42e-05,1.59e-05
Phacelia bicolor,,,,,,,,,,,,,,,,,,,,3e-06,9e-07,1.1e-06,8e-07,1.4e-06,8e-07
Phacodinium metchnikoffi,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Phacoides pectinatus  ,,,,,,,,,,,,,,,,,,,,,5e-07,5.9e-06,1.7e-06,,1.7e-06
Phacotus lenticularis,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,4e-07,4e-07,6e-07,8e-07
Phacus brachykentron,,,,,,,,,,,,,,,,,2e-06,,,,1.2e-06,8e-07,1e-06,9e-07,1.5e-06
Phacus caudatus,,,,,,,,,,,,,,,,,,,,,6e-07,2e-07,2e-07,2e-07,2e-07
Phacus hamatus,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Phacus inflexus,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Phacus limnophila,,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,4e-07,2e-07
Phacus parvulus,,,,,,,,,,,,,,,,,,,,,3e-07,7e-07,,7e-07,
Phacus platalea,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Phacus platyaulax,,,,,,,,,,,,,,,,5e-06,5e-06,,6e-06,,7.9e-06,8.2e-06,8.6e-06,9.6e-06,8e-06
Phacus pleuronectes,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,6e-07,8e-07,2e-07
Phacus skujae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Phacus sp. 4 JIK-2013,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Phacus trimarginatus,,,,,,,,,,,,,,,,,,,,,3e-07,6e-07,5e-07,2e-07,
Phaeobacter inhibens   ,,,,,,,,,,,,,,,,2.2e-05,,,2e-05,,2.13e-05,5.11e-05,1.66e-05,1.41e-05,2.54e-05
Phaeobacter sp. H-16  ,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Phaeoceros laevis,,,,,,,,,,,,,,,,,,,,,,,,9e-07,
Phaeochrous mashunus,,,,,,,,,,,,,,,,,,,,,,,5e-07,7e-07,
Phaeodactylum tricornutum,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,5e-07,2e-07,8e-07
Phaeomoniella chlamydospora,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,6e-07,6e-07,6e-07
Phaeophyscia hispidula,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Phaeosphaeria sp. YK31,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,,,
Phaffomyces antillensis,,,,,,,,,,,,,,,,,,,2e-06,,9e-07,9e-07,6e-07,4e-07,1.2e-06
Phaffomyces opuntiae,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,2e-07,3e-07
Phalacridae sp. UPOL 002174,,,,,,,,,,,,,,,,1.5e-05,1.1e-05,1e-05,1.4e-05,1.2e-05,1.02e-05,1.04e-05,9.8e-06,1e-05,8.5e-06
Phalacroma mitra,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Phallocaecilius hirsutus,,,,,,,,,,,,,,,,,,2e-06,,,1e-06,9e-07,6e-07,3e-07,6e-07
Phallusia fumigata  ,,,,,,,,,,,,,,,,,,,,,9e-07,9e-07,7e-07,6e-07,9e-07
Phanerothecium spinulatum  ,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,
Phanerotomella sp. CXX-2005,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,3e-07,4e-07,3e-07
Phascolion gerardi  ,,,,,,,,,,,,,,,,,,,,,,7e-07,,,
Phascolion strombus  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Phaseoleae environmental sample,0.133,0.147,0.134,0.184,0.147,0.1103,0.1142,0.1172,0.1127,0.1178,0.11115,0.11017,0.11188,0.11281,0.11007,0.108916,0.109707,0.109437,0.108563,0.109136,0.1087781,0.1088926,0.108607,0.1086762,0.1088531
Phaseolus vulgaris,,,,,,,,,,,,,,,,4e-06,,,,,5e-07,1e-06,1.1e-06,8e-07,9e-07
Phasmarhabditis sp. 2 ITDL-2014,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07,3e-07,4e-07,3e-07
Phenoliferia psychrophenolica,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Phialemonium inflatum,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Phialocephala urceolata,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07,2e-07
Phialophora verrucosa,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Philactinoposthia brevis,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,,
Philactinoposthia saliens,,,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07
Philesia magellanica,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,
Philine aperta,,,,,,,,,,,,,,,,,,,,,8e-07,,,,
Philobythoides stunkardi  ,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07,
Philonthus nudus,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,
Phlebotomus perniciosus,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Phlegmariurus squarrosus,,,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07
Phlugis sp. OR583,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Phoberus rudebecki,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,3e-07,5e-07,
Phorcysia thermohydrogeniphila   ,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Phormidesmis priestleyi,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Phormidium pseudopriestleyi,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07
Phormidium sp.,,,,,,,,,,,,4e-05,7e-05,9e-05,,4.1e-05,2.1e-05,2.9e-05,3.5e-05,3.6e-05,2.58e-05,2.48e-05,2.64e-05,2.55e-05,2.77e-05
Phormidium sp. LEGE 07317 ,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.1e-06,,1.4e-06,
Phoronis architecta,,,,,,,,,,,,,,,,,,,,,2e-06,4.6e-06,2.7e-06,4.6e-06,5.7e-06
Phoronis ovalis  ,,,,,,,,,,,,2e-05,,2e-05,,2.5e-05,2.2e-05,1.4e-05,2e-05,2.9e-05,2.51e-05,2.63e-05,2.67e-05,2.23e-05,2.47e-05
Phoronis sp. DS-2013,,,,,,,,,,,,,,,,1e-05,7e-06,,,,3.7e-06,5.3e-06,4e-06,5.8e-06,5.6e-06
Phoronopsis harmeri,,,,,,,,,,,,,,,,,,,,,3e-06,3.7e-06,1.9e-06,2.1e-06,2.4e-06
Phortioeca phoraspoides,,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07
Photobacterium aquimaris   ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Photobacterium ganghwense   ,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Photobacterium leiognathi,,,,,,,,,,,,,,,,4.2e-05,4.2e-05,3.3e-05,3.2e-05,3.6e-05,3.61e-05,3.61e-05,3.45e-05,3.36e-05,3.42e-05
Photobacterium leiognathi   ,,,,,,,,,,,,,,,,,,,,,5e-07,,4e-07,,2e-07
Photobacterium sp. Adeep-1  ,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,,
Photobacterium sp. CCMM B665 ,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,,5e-07
Photobacterium sp. J11  ,,,,,,,,,,,,,,,,,,,,,,,,,3e-07
Photobacterium sp. enrichment culture clone,,,,,,,,,,,,,,,,,,,,,1.6e-06,2.1e-06,1.5e-06,1.3e-06,7e-07
Photorhabdus luminescens   ,,,,,,,,,,,,,,,,,,,,,5e-07,,,,
Phrictopyga sp. DEL142,,,,,,,,,,,,,,,,6e-06,2e-06,,,,2.4e-06,2.6e-06,2.7e-06,2.2e-06,1.8e-06
Phruensis brunneispora  ,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,
Phthiridium fraternum,,,,,,,,,,,,,,,,,,,,,6e-07,2e-07,,,3e-07
Phthiropsylla agenoris,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Phyllognathia ceratophthalma,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Phyllosiphon arisari,,,,,,,,,,,,,,,,,,,,,6e-07,8e-07,6e-07,6e-07,8e-07
Phyllosticta ampelicida,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Phyllozyma subbrunnea  ,,,,,,,,,,,,,,,,,,,,,7e-07,3e-07,7e-07,3e-07,5e-07
Phyllymenia taiwanensis,,,,,,,,,,,,,,,,,,,,,5e-07,2e-07,,7e-07,5e-07
